base_player(84): __init__ [INFO] (Day 0): middle primary Planner initialized with params
one_player(79): simulate [INFO] (Day 1): True state: S, believes himself to be 100% healthy, and has a net utility of 1.20, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 330): True state: S, believes himself to be 100% healthy, and has a net utility of 210.27, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 331): True state: S, believes himself to be 99% healthy, and has a net utility of 211.47, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 332): True state: S, believes himself to be 100% healthy, and has a net utility of 212.65, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 333): True state: S, believes himself to be 95% healthy, and has a net utility of 213.85, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 334): True state: S, believes himself to be 100% healthy, and has a net utility of 214.96, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 335): True state: S, believes himself to be 96% healthy, and has a net utility of 216.16, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 336): True state: S, believes himself to be 87% healthy, and has a net utility of 217.27, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 337): True state: S, believes himself to be 100% healthy, and has a net utility of 218.19, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 338): True state: S, believes himself to be 91% healthy, and has a net utility of 219.39, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 339): True state: S, believes himself to be 100% healthy, and has a net utility of 220.39, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 340): True state: S, believes himself to be 88% healthy, and has a net utility of 221.59, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 341): True state: S, believes himself to be 95% healthy, and has a net utility of 222.53, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 342): True state: S, believes himself to be 100% healthy, and has a net utility of 223.62, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 343): True state: S, believes himself to be 100% healthy, and has a net utility of 224.82, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 344): True state: S, believes himself to be 100% healthy, and has a net utility of 226.02, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 345): True state: S, believes himself to be 95% healthy, and has a net utility of 227.22, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 346): True state: S, believes himself to be 100% healthy, and has a net utility of 228.32, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 347): True state: S, believes himself to be 100% healthy, and has a net utility of 229.52, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 348): True state: S, believes himself to be 98% healthy, and has a net utility of 230.72, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 349): True state: S, believes himself to be 94% healthy, and has a net utility of 231.89, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 350): True state: S, believes himself to be 97% healthy, and has a net utility of 232.96, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 351): True state: S, believes himself to be 100% healthy, and has a net utility of 234.09, (percentage infected = 0.01%, work risk = 0.001%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 352): True state: S, believes himself to be 100% healthy, and has a net utility of 235.29, (percentage infected = 0.01%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 353): True state: S, believes himself to be 100% healthy, and has a net utility of 236.49, (percentage infected = 0.01%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 354): True state: S, believes himself to be 96% healthy, and has a net utility of 237.69, (percentage infected = 0.01%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 355): True state: S, believes himself to be 100% healthy, and has a net utility of 238.81, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 356): True state: S, believes himself to be 89% healthy, and has a net utility of 240.01, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 357): True state: S, believes himself to be 100% healthy, and has a net utility of 240.97, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 358): True state: S, believes himself to be 95% healthy, and has a net utility of 242.17, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 359): True state: S, believes himself to be 89% healthy, and has a net utility of 243.26, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 360): True state: S, believes himself to be 100% healthy, and has a net utility of 244.22, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 361): True state: S, believes himself to be 100% healthy, and has a net utility of 245.42, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 362): True state: S, believes himself to be 100% healthy, and has a net utility of 246.62, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 363): True state: S, believes himself to be 87% healthy, and has a net utility of 247.82, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 364): True state: S, believes himself to be 92% healthy, and has a net utility of 248.74, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
one_player(79): simulate [INFO] (Day 365): True state: S, believes himself to be 91% healthy, and has a net utility of 249.75, (percentage infected = 0.00%, work risk = 0.000%, home risk = 0.000%)
